"Geslacht";"Leeftijd (op 31 december)";"Perioden";"Sterftekans (kans)";"Levenden (tafelbevolking)  (aantal)";"Overledenen (tafelbevolking)  (aantal)";"Levensverwachting (jaar )"
"Totaal mannen en vrouwen";"0 jaar";"1861 tot 1866";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1866 tot 1871";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1871 tot 1876";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1876 tot 1881";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1881 tot 1886";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1886 tot 1891";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1891 tot 1896";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1896 tot 1901";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1901 tot 1906";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1906 tot 1911";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1911 tot 1916";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1916 tot 1921";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1921 tot 1926";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1926 tot 1931";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1931 tot 1936";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1936 tot 1941";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1941 tot 1946";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1950";" 0.02234";"  100000";"    2234";"   71.43"
"Totaal mannen en vrouwen";"0 jaar";"1946 tot 1951";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"0 jaar";"1951";" 0.02268";"  100000";"    2268";"   71.49"
"Totaal mannen en vrouwen";"0 jaar";"1952";" 0.02071";"  100000";"    2071";"   72.12"
"Totaal mannen en vrouwen";"0 jaar";"1953";" 0.02024";"  100000";"    2024";"   71.68"
"Totaal mannen en vrouwen";"0 jaar";"1954";" 0.01948";"  100000";"    1948";"   72.38"
"Totaal mannen en vrouwen";"0 jaar";"1955";" 0.01904";"  100000";"    1904";"   72.49"
"Totaal mannen en vrouwen";"0 jaar";"1951 tot 1956";" 0.02043";"  100000";"    2043";"   72.03"
"Totaal mannen en vrouwen";"0 jaar";"1956";" 0.01752";"  100000";"    1752";"   72.52"
"Totaal mannen en vrouwen";"0 jaar";"1957";" 0.01603";"  100000";"    1603";"   72.97"
"Totaal mannen en vrouwen";"0 jaar";"1958";" 0.01603";"  100000";"    1603";"   73.14"
"Totaal mannen en vrouwen";"0 jaar";"1959";" 0.01570";"  100000";"    1570";"   73.17"
"Totaal mannen en vrouwen";"0 jaar";"1960";" 0.01585";"  100000";"    1585";"   73.32"
"Totaal mannen en vrouwen";"0 jaar";"1956 tot 1961";" 0.01622";"  100000";"    1622";"   73.03"
"Totaal mannen en vrouwen";"0 jaar";"1961";" 0.01521";"  100000";"    1521";"   73.57"
"Totaal mannen en vrouwen";"0 jaar";"1962";" 0.01507";"  100000";"    1507";"   73.22"
"Totaal mannen en vrouwen";"0 jaar";"1963";" 0.01398";"  100000";"    1398";"   73.35"
"Totaal mannen en vrouwen";"0 jaar";"1964";" 0.01327";"  100000";"    1327";"   73.73"
"Totaal mannen en vrouwen";"0 jaar";"1965";" 0.01313";"  100000";"    1313";"   73.58"
"Totaal mannen en vrouwen";"0 jaar";"1961 tot 1966";" 0.01413";"  100000";"    1413";"   73.49"
"Totaal mannen en vrouwen";"0 jaar";"1966";" 0.01311";"  100000";"    1311";"   73.53"
"Totaal mannen en vrouwen";"0 jaar";"1967";" 0.01201";"  100000";"    1201";"   73.82"
"Totaal mannen en vrouwen";"0 jaar";"1968";" 0.01211";"  100000";"    1211";"   73.63"
"Totaal mannen en vrouwen";"0 jaar";"1969";" 0.01179";"  100000";"    1179";"   73.57"
"Totaal mannen en vrouwen";"0 jaar";"1970";" 0.01119";"  100000";"    1119";"   73.60"
"Totaal mannen en vrouwen";"0 jaar";"1966 tot 1971";" 0.01204";"  100000";"    1204";"   73.63"
"Totaal mannen en vrouwen";"0 jaar";"1971";" 0.01076";"  100000";"    1076";"   73.83"
"Totaal mannen en vrouwen";"0 jaar";"1972";" 0.01038";"  100000";"    1038";"   73.75"
"Totaal mannen en vrouwen";"0 jaar";"1973";" 0.01030";"  100000";"    1030";"   74.18"
"Totaal mannen en vrouwen";"0 jaar";"1974";" 0.00988";"  100000";"     988";"   74.58"
"Totaal mannen en vrouwen";"0 jaar";"1975";" 0.00935";"  100000";"     935";"   74.53"
"Totaal mannen en vrouwen";"0 jaar";"1971 tot 1976";" 0.01017";"  100000";"    1017";"   74.17"
"Totaal mannen en vrouwen";"0 jaar";"1976";" 0.00948";"  100000";"     948";"   74.68"
"Totaal mannen en vrouwen";"0 jaar";"1977";" 0.00834";"  100000";"     834";"   75.28"
"Totaal mannen en vrouwen";"0 jaar";"1978";" 0.00825";"  100000";"     825";"   75.19"
"Totaal mannen en vrouwen";"0 jaar";"1979";" 0.00761";"  100000";"     761";"   75.69"
"Totaal mannen en vrouwen";"0 jaar";"1980";" 0.00734";"  100000";"     734";"   75.81"
"Totaal mannen en vrouwen";"0 jaar";"1976 tot 1981";" 0.00820";"  100000";"     820";"   75.33"
"Totaal mannen en vrouwen";"0 jaar";"1981";" 0.00715";"  100000";"     715";"   76.01"
"Totaal mannen en vrouwen";"0 jaar";"1982";" 0.00701";"  100000";"     701";"   76.07"
"Totaal mannen en vrouwen";"0 jaar";"1983";" 0.00711";"  100000";"     711";"   76.25"
"Totaal mannen en vrouwen";"0 jaar";"1984";" 0.00697";"  100000";"     697";"   76.33"
"Totaal mannen en vrouwen";"0 jaar";"1985";" 0.00684";"  100000";"     684";"   76.38"
"Totaal mannen en vrouwen";"0 jaar";"1981 tot 1986";" 0.00702";"  100000";"     702";"   76.21"
"Totaal mannen en vrouwen";"0 jaar";"1986";" 0.00642";"  100000";"     642";"   76.37"
"Totaal mannen en vrouwen";"0 jaar";"1987";" 0.00650";"  100000";"     650";"   76.82"
"Totaal mannen en vrouwen";"0 jaar";"1988";" 0.00592";"  100000";"     592";"   77.00"
"Totaal mannen en vrouwen";"0 jaar";"1989";" 0.00585";"  100000";"     585";"   76.84"
"Totaal mannen en vrouwen";"0 jaar";"1990";" 0.00608";"  100000";"     608";"   77.02"
"Totaal mannen en vrouwen";"0 jaar";"1986 tot 1991";" 0.00615";"  100000";"     615";"   76.82"
"Totaal mannen en vrouwen";"0 jaar";"1991";" 0.00569";"  100000";"     569";"   77.16"
"Totaal mannen en vrouwen";"0 jaar";"1992";" 0.00542";"  100000";"     542";"   77.36"
"Totaal mannen en vrouwen";"0 jaar";"1993";" 0.00547";"  100000";"     547";"   77.04"
"Totaal mannen en vrouwen";"0 jaar";"1994";" 0.00492";"  100000";"     492";"   77.52"
"Totaal mannen en vrouwen";"0 jaar";"1995";" 0.00466";"  100000";"     466";"   77.54"
"Totaal mannen en vrouwen";"0 jaar";"1991 tot 1996";" 0.00524";"  100000";"     524";"   77.32"
"Totaal mannen en vrouwen";"0 jaar";"1996";" 0.00497";"  100000";"     497";"   77.57"
"Totaal mannen en vrouwen";"0 jaar";"1997";" 0.00446";"  100000";"     446";"   77.94"
"Totaal mannen en vrouwen";"0 jaar";"1998";" 0.00468";"  100000";"     468";"   78.01"
"Totaal mannen en vrouwen";"0 jaar";"1999";" 0.00472";"  100000";"     472";"   77.97"
"Totaal mannen en vrouwen";"0 jaar";"2000";" 0.00457";"  100000";"     457";"   78.13"
"Totaal mannen en vrouwen";"0 jaar";"1996 tot 2001";" 0.00468";"  100000";"     468";"   77.93"
"Totaal mannen en vrouwen";"0 jaar";"2001";" 0.00470";"  100000";"     470";"   78.33"
"Totaal mannen en vrouwen";"0 jaar";"2002";" 0.00452";"  100000";"     452";"   78.41"
"Totaal mannen en vrouwen";"0 jaar";"2003";" 0.00432";"  100000";"     432";"   78.66"
"Totaal mannen en vrouwen";"0 jaar";"2004";" 0.00389";"  100000";"     389";"   79.24"
"Totaal mannen en vrouwen";"0 jaar";"2005";" 0.00444";"  100000";"     444";"   79.48"
"Totaal mannen en vrouwen";"0 jaar";"2001 tot 2006";" 0.00438";"  100000";"     438";"   78.83"
"Totaal mannen en vrouwen";"0 jaar";"2006";" 0.00399";"  100000";"     399";"   79.84"
"Totaal mannen en vrouwen";"0 jaar";"2007";" 0.00369";"  100000";"     369";"   80.25"
"Totaal mannen en vrouwen";"0 jaar";"2008";" 0.00338";"  100000";"     338";"   80.39"
"Totaal mannen en vrouwen";"0 jaar";"2009";" 0.00357";"  100000";"     357";"   80.67"
"Totaal mannen en vrouwen";"0 jaar";"2010";" 0.00333";"  100000";"     333";"   80.82"
"Totaal mannen en vrouwen";"0 jaar";"2006 tot 2011";" 0.00359";"  100000";"     359";"   80.40"
"Totaal mannen en vrouwen";"0 jaar";"2011";" 0.00327";"  100000";"     327";"   81.09"
"Totaal mannen en vrouwen";"0 jaar";"2012";" 0.00329";"  100000";"     329";"   81.05"
"Totaal mannen en vrouwen";"0 jaar";"2013";" 0.00330";"  100000";"     330";"   81.29"
"Totaal mannen en vrouwen";"0 jaar";"2014";" 0.00325";"  100000";"     325";"   81.64"
"Totaal mannen en vrouwen";"0 jaar";"2015";" 0.00290";"  100000";"     290";"   81.48"
"Totaal mannen en vrouwen";"0 jaar";"2011 tot 2016";" 0.00320";"  100000";"     320";"   81.31"
"Totaal mannen en vrouwen";"0 jaar";"2016";" 0.00311";"  100000";"     311";"   81.54"
"Totaal mannen en vrouwen";"0 jaar";"2017";" 0.00318";"  100000";"     318";"   81.73"
"Totaal mannen en vrouwen";"0 jaar";"2018";" 0.00310";"  100000";"     310";"   81.78"
"Totaal mannen en vrouwen";"0 jaar";"2019";" 0.00319";"  100000";"     319";"   82.05"
"Totaal mannen en vrouwen";"21 jaar";"1861 tot 1866";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1866 tot 1871";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1871 tot 1876";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1876 tot 1881";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1881 tot 1886";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1886 tot 1891";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1891 tot 1896";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1896 tot 1901";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1901 tot 1906";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1906 tot 1911";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1911 tot 1916";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1916 tot 1921";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1921 tot 1926";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1926 tot 1931";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1931 tot 1936";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1936 tot 1941";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1941 tot 1946";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1950";" 0.00090";"   95821";"      86";"   53.90"
"Totaal mannen en vrouwen";"21 jaar";"1946 tot 1951";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"21 jaar";"1951";" 0.00081";"   95806";"      78";"   53.97"
"Totaal mannen en vrouwen";"21 jaar";"1952";" 0.00083";"   96193";"      80";"   54.35"
"Totaal mannen en vrouwen";"21 jaar";"1953";" 0.00083";"   95979";"      79";"   54.02"
"Totaal mannen en vrouwen";"21 jaar";"1954";" 0.00058";"   96492";"      56";"   54.40"
"Totaal mannen en vrouwen";"21 jaar";"1955";" 0.00075";"   96580";"      72";"   54.44"
"Totaal mannen en vrouwen";"21 jaar";"1951 tot 1956";" 0.00076";"   96211";"      73";"   54.24"
"Totaal mannen en vrouwen";"21 jaar";"1956";" 0.00066";"   96782";"      64";"   54.32"
"Totaal mannen en vrouwen";"21 jaar";"1957";" 0.00079";"   96873";"      76";"   54.70"
"Totaal mannen en vrouwen";"21 jaar";"1958";" 0.00068";"   96949";"      66";"   54.82"
"Totaal mannen en vrouwen";"21 jaar";"1959";" 0.00060";"   96873";"      59";"   54.91"
"Totaal mannen en vrouwen";"21 jaar";"1960";" 0.00066";"   97072";"      64";"   54.92"
"Totaal mannen en vrouwen";"21 jaar";"1956 tot 1961";" 0.00068";"   96910";"      66";"   54.74"
"Totaal mannen en vrouwen";"21 jaar";"1961";" 0.00076";"   97195";"      74";"   55.08"
"Totaal mannen en vrouwen";"21 jaar";"1962";" 0.00066";"   97169";"      64";"   54.74"
"Totaal mannen en vrouwen";"21 jaar";"1963";" 0.00064";"   97328";"      62";"   54.75"
"Totaal mannen en vrouwen";"21 jaar";"1964";" 0.00069";"   97373";"      67";"   55.10"
"Totaal mannen en vrouwen";"21 jaar";"1965";" 0.00076";"   97478";"      74";"   54.87"
"Totaal mannen en vrouwen";"21 jaar";"1961 tot 1966";" 0.00070";"   97309";"      68";"   54.91"
"Totaal mannen en vrouwen";"21 jaar";"1966";" 0.00068";"   97385";"      67";"   54.88"
"Totaal mannen en vrouwen";"21 jaar";"1967";" 0.00073";"   97522";"      71";"   55.07"
"Totaal mannen en vrouwen";"21 jaar";"1968";" 0.00069";"   97518";"      67";"   54.88"
"Totaal mannen en vrouwen";"21 jaar";"1969";" 0.00079";"   97562";"      77";"   54.79"
"Totaal mannen en vrouwen";"21 jaar";"1970";" 0.00086";"   97610";"      84";"   54.78"
"Totaal mannen en vrouwen";"21 jaar";"1966 tot 1971";" 0.00075";"   97519";"      73";"   54.88"
"Totaal mannen en vrouwen";"21 jaar";"1971";" 0.00078";"   97694";"      77";"   54.95"
"Totaal mannen en vrouwen";"21 jaar";"1972";" 0.00079";"   97737";"      77";"   54.83"
"Totaal mannen en vrouwen";"21 jaar";"1973";" 0.00084";"   97812";"      82";"   55.22"
"Totaal mannen en vrouwen";"21 jaar";"1974";" 0.00069";"   97863";"      67";"   55.59"
"Totaal mannen en vrouwen";"21 jaar";"1975";" 0.00075";"   98034";"      73";"   55.42"
"Totaal mannen en vrouwen";"21 jaar";"1971 tot 1976";" 0.00077";"   97824";"      75";"   55.21"
"Totaal mannen en vrouwen";"21 jaar";"1976";" 0.00072";"   98055";"      71";"   55.56"
"Totaal mannen en vrouwen";"21 jaar";"1977";" 0.00080";"   98183";"      78";"   56.07"
"Totaal mannen en vrouwen";"21 jaar";"1978";" 0.00072";"   98147";"      71";"   56.01"
"Totaal mannen en vrouwen";"21 jaar";"1979";" 0.00061";"   98331";"      60";"   56.38"
"Totaal mannen en vrouwen";"21 jaar";"1980";" 0.00071";"   98385";"      69";"   56.47"
"Totaal mannen en vrouwen";"21 jaar";"1976 tot 1981";" 0.00071";"   98220";"      70";"   56.10"
"Totaal mannen en vrouwen";"21 jaar";"1981";" 0.00064";"   98451";"      63";"   56.63"
"Totaal mannen en vrouwen";"21 jaar";"1982";" 0.00052";"   98447";"      51";"   56.68"
"Totaal mannen en vrouwen";"21 jaar";"1983";" 0.00057";"   98485";"      57";"   56.85"
"Totaal mannen en vrouwen";"21 jaar";"1984";" 0.00054";"   98530";"      53";"   56.89"
"Totaal mannen en vrouwen";"21 jaar";"1985";" 0.00056";"   98615";"      55";"   56.89"
"Totaal mannen en vrouwen";"21 jaar";"1981 tot 1986";" 0.00057";"   98505";"      56";"   56.79"
"Totaal mannen en vrouwen";"21 jaar";"1986";" 0.00053";"   98629";"      53";"   56.87"
"Totaal mannen en vrouwen";"21 jaar";"1987";" 0.00051";"   98652";"      51";"   57.30"
"Totaal mannen en vrouwen";"21 jaar";"1988";" 0.00046";"   98761";"      46";"   57.41"
"Totaal mannen en vrouwen";"21 jaar";"1989";" 0.00052";"   98750";"      52";"   57.24"
"Totaal mannen en vrouwen";"21 jaar";"1990";" 0.00057";"   98705";"      56";"   57.47"
"Totaal mannen en vrouwen";"21 jaar";"1986 tot 1991";" 0.00052";"   98701";"      51";"   57.26"
"Totaal mannen en vrouwen";"21 jaar";"1991";" 0.00058";"   98793";"      57";"   57.53"
"Totaal mannen en vrouwen";"21 jaar";"1992";" 0.00042";"   98842";"      42";"   57.70"
"Totaal mannen en vrouwen";"21 jaar";"1993";" 0.00047";"   98844";"      46";"   57.38"
"Totaal mannen en vrouwen";"21 jaar";"1994";" 0.00046";"   98948";"      46";"   57.78"
"Totaal mannen en vrouwen";"21 jaar";"1995";" 0.00046";"   98941";"      45";"   57.81"
"Totaal mannen en vrouwen";"21 jaar";"1991 tot 1996";" 0.00048";"   98870";"      47";"   57.64"
"Totaal mannen en vrouwen";"21 jaar";"1996";" 0.00051";"   98951";"      51";"   57.83"
"Totaal mannen en vrouwen";"21 jaar";"1997";" 0.00050";"   99046";"      50";"   58.14"
"Totaal mannen en vrouwen";"21 jaar";"1998";" 0.00051";"   99038";"      51";"   58.21"
"Totaal mannen en vrouwen";"21 jaar";"1999";" 0.00041";"   99026";"      40";"   58.18"
"Totaal mannen en vrouwen";"21 jaar";"2000";" 0.00054";"   99027";"      53";"   58.34"
"Totaal mannen en vrouwen";"21 jaar";"1996 tot 2001";" 0.00049";"   99018";"      49";"   58.14"
"Totaal mannen en vrouwen";"21 jaar";"2001";" 0.00037";"   99030";"      37";"   58.54"
"Totaal mannen en vrouwen";"21 jaar";"2002";" 0.00036";"   99054";"      36";"   58.60"
"Totaal mannen en vrouwen";"21 jaar";"2003";" 0.00033";"   99104";"      33";"   58.82"
"Totaal mannen en vrouwen";"21 jaar";"2004";" 0.00038";"   99203";"      38";"   59.33"
"Totaal mannen en vrouwen";"21 jaar";"2005";" 0.00039";"   99158";"      39";"   59.62"
"Totaal mannen en vrouwen";"21 jaar";"2001 tot 2006";" 0.00037";"   99107";"      36";"   58.99"
"Totaal mannen en vrouwen";"21 jaar";"2006";" 0.00043";"   99236";"      42";"   59.92"
"Totaal mannen en vrouwen";"21 jaar";"2007";" 0.00039";"   99269";"      39";"   60.30"
"Totaal mannen en vrouwen";"21 jaar";"2008";" 0.00032";"   99329";"      31";"   60.39"
"Totaal mannen en vrouwen";"21 jaar";"2009";" 0.00031";"   99319";"      31";"   60.69"
"Totaal mannen en vrouwen";"21 jaar";"2010";" 0.00024";"   99348";"      24";"   60.82"
"Totaal mannen en vrouwen";"21 jaar";"2006 tot 2011";" 0.00034";"   99298";"      33";"   60.43"
"Totaal mannen en vrouwen";"21 jaar";"2011";" 0.00031";"   99365";"      31";"   61.08"
"Totaal mannen en vrouwen";"21 jaar";"2012";" 0.00033";"   99355";"      33";"   61.05"
"Totaal mannen en vrouwen";"21 jaar";"2013";" 0.00028";"   99375";"      28";"   61.26"
"Totaal mannen en vrouwen";"21 jaar";"2014";" 0.00022";"   99375";"      21";"   61.62"
"Totaal mannen en vrouwen";"21 jaar";"2015";" 0.00026";"   99438";"      26";"   61.41"
"Totaal mannen en vrouwen";"21 jaar";"2011 tot 2016";" 0.00028";"   99383";"      28";"   61.28"
"Totaal mannen en vrouwen";"21 jaar";"2016";" 0.00024";"   99417";"      24";"   61.49"
"Totaal mannen en vrouwen";"21 jaar";"2017";" 0.00024";"   99377";"      24";"   61.71"
"Totaal mannen en vrouwen";"21 jaar";"2018";" 0.00025";"   99414";"      24";"   61.73"
"Totaal mannen en vrouwen";"21 jaar";"2019";" 0.00025";"   99401";"      24";"   62.01"
"Totaal mannen en vrouwen";"61 jaar";"1861 tot 1866";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"61 jaar";"1866 tot 1871";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"61 jaar";"1871 tot 1876";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"61 jaar";"1876 tot 1881";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"61 jaar";"1881 tot 1886";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"61 jaar";"1886 tot 1891";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"61 jaar";"1891 tot 1896";"       .";"       .";"       .";"       ."
